customer_id,gender,senior_citizen,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST-12305,Male,0,59,Month-to-month,DSL,Yes,Yes,No,Electronic check,39.77,2152.78,0,No
CUST-12306,Male,0,12,One year,No,No,No,Yes,Bank transfer,23.98,297.22,1,No
CUST-12307,Male,0,39,Two year,DSL,No,No,Yes,Credit card,68.59,2508.87,2,No
CUST-12308,Male,0,25,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,105.8,2431.27,4,No
CUST-12309,Female,0,29,One year,No,No,No,Yes,Mailed check,19.08,547.56,0,No
CUST-12310,Male,0,34,Month-to-month,Fiber optic,No,No,Yes,Electronic check,111.54,3569.9,2,Yes
CUST-12311,Male,0,26,Month-to-month,Fiber optic,No,Yes,No,Electronic check,93.74,2342.88,3,No
CUST-12312,Female,0,22,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,112.79,2255.95,1,No
CUST-12313,Male,1,3,One year,Fiber optic,No,Yes,Yes,Bank transfer,89.5,260.38,1,No
CUST-12314,Male,0,47,Month-to-month,No,No,Yes,No,Credit card,18.0,799.94,4,No
CUST-12315,Male,0,7,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,75.53,489.34,3,Yes
CUST-12316,Male,0,18,Month-to-month,Fiber optic,Yes,No,No,Electronic check,100.28,1729.05,4,Yes
CUST-12317,Male,0,31,One year,No,No,No,No,Electronic check,18.0,566.65,1,Yes
CUST-12318,Female,0,9,Two year,Fiber optic,No,Yes,No,Electronic check,80.34,733.59,1,Yes
CUST-12319,Female,0,22,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,112.06,2352.19,2,No
CUST-12320,Male,0,43,One year,Fiber optic,Yes,No,Yes,Electronic check,79.69,3584.78,1,No
CUST-12321,Male,0,17,One year,DSL,Yes,No,Yes,Mailed check,71.95,1123.95,0,No
CUST-12322,Male,0,22,Month-to-month,Fiber optic,No,No,Yes,Credit card,91.51,2070.11,3,No
CUST-12323,Female,0,10,Month-to-month,No,No,No,No,Credit card,25.97,271.84,1,No
CUST-12324,Female,0,19,Two year,DSL,No,Yes,Yes,Electronic check,39.15,733.33,2,No
CUST-12325,Female,0,7,Month-to-month,DSL,No,No,Yes,Credit card,39.19,249.37,2,Yes
CUST-12326,Male,0,28,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,59.97,1743.21,2,No
CUST-12327,Male,0,6,Two year,Fiber optic,No,No,Yes,Credit card,94.38,546.75,2,Yes
CUST-12328,Male,0,14,Two year,DSL,No,No,Yes,Electronic check,41.45,537.22,0,No
CUST-12329,Male,1,25,One year,Fiber optic,No,No,No,Electronic check,71.01,1835.09,1,Yes
CUST-12330,Male,0,21,Two year,DSL,No,No,Yes,Credit card,35.95,727.86,2,No
CUST-12331,Female,0,32,Month-to-month,DSL,No,Yes,Yes,Mailed check,46.58,1453.2,5,No
CUST-12332,Male,0,22,One year,DSL,Yes,Yes,No,Credit card,51.92,1125.76,1,No
CUST-12333,Female,0,3,Month-to-month,DSL,Yes,No,Yes,Mailed check,60.87,189.17,1,No
CUST-12334,Female,0,8,Two year,No,Yes,No,No,Mailed check,29.13,227.31,3,No
CUST-12335,Female,0,24,Month-to-month,No,No,No,No,Bank transfer,18.0,446.36,1,No
CUST-12336,Male,0,51,Month-to-month,Fiber optic,No,No,Yes,Credit card,91.17,4303.46,1,No
CUST-12337,Female,0,45,Month-to-month,No,No,No,Yes,Electronic check,34.78,1553.43,2,Yes
CUST-12338,Male,0,72,One year,DSL,Yes,No,No,Bank transfer,63.38,4467.04,3,No
CUST-12339,Male,0,16,Month-to-month,No,No,No,No,Electronic check,23.58,358.0,1,No
CUST-12340,Male,1,42,One year,Fiber optic,Yes,Yes,No,Electronic check,102.1,3996.1,3,Yes
CUST-12341,Male,0,40,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,70.61,2571.5,2,Yes
CUST-12342,Female,0,70,Month-to-month,Fiber optic,No,Yes,No,Electronic check,72.74,4782.83,0,No
CUST-12343,Female,0,57,One year,DSL,No,Yes,No,Electronic check,43.11,2462.49,1,Yes
CUST-12344,Female,0,30,Month-to-month,DSL,Yes,No,Yes,Bank transfer,53.77,1519.21,3,No
CUST-12345,Male,0,37,One year,DSL,Yes,No,Yes,Mailed check,63.64,2376.42,4,No
CUST-12346,Male,0,32,Two year,Fiber optic,Yes,No,Yes,Electronic check,66.47,2193.62,1,No
CUST-12347,Female,0,23,One year,Fiber optic,Yes,No,Yes,Mailed check,80.25,1853.38,3,No
CUST-12348,Male,0,35,Month-to-month,No,No,No,Yes,Credit card,20.08,717.52,1,No
CUST-12349,Female,0,28,Month-to-month,DSL,Yes,No,Yes,Credit card,55.88,1542.7,1,Yes
CUST-12350,Female,0,27,Two year,Fiber optic,No,Yes,No,Bank transfer,68.8,1935.67,2,No
CUST-12351,Female,0,72,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,99.59,7274.29,1,No
CUST-12352,Female,0,30,Two year,DSL,No,No,No,Mailed check,63.06,1794.21,3,Yes
CUST-12353,Male,0,26,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,60.83,1594.96,1,No
CUST-12354,Male,0,21,One year,Fiber optic,No,Yes,No,Bank transfer,48.65,1022.45,2,No
CUST-12355,Male,1,20,Month-to-month,Fiber optic,No,No,Yes,Mailed check,58.63,1187.46,6,No
CUST-12356,Male,0,8,One year,DSL,No,No,Yes,Credit card,67.11,508.89,2,Yes
CUST-12357,Male,0,23,Two year,DSL,No,Yes,No,Bank transfer,55.17,1239.06,4,No
CUST-12358,Female,0,53,Two year,DSL,No,No,Yes,Mailed check,51.59,2821.93,2,No
CUST-12359,Male,0,15,Month-to-month,No,No,No,Yes,Credit card,18.05,283.36,3,No
CUST-12360,Female,0,2,Two year,No,No,No,Yes,Credit card,25.1,47.88,4,No
CUST-12361,Female,1,34,Month-to-month,DSL,No,No,No,Mailed check,36.23,1198.66,2,No
CUST-12362,Female,0,28,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,92.02,2446.77,2,No
CUST-12363,Male,0,71,One year,No,No,No,Yes,Credit card,18.0,1287.83,1,No
CUST-12364,Female,0,14,Month-to-month,DSL,No,No,No,Bank transfer,35.26,447.11,3,Yes
CUST-12365,Male,0,7,Month-to-month,DSL,Yes,No,Yes,Credit card,49.97,364.84,1,No
CUST-12366,Male,0,20,One year,DSL,No,No,No,Electronic check,58.36,1146.61,2,No
CUST-12367,Male,0,18,One year,DSL,Yes,No,No,Credit card,59.98,1015.57,1,No
CUST-12368,Male,0,5,One year,No,No,No,Yes,Bank transfer,18.0,81.5,0,Yes
CUST-12369,Male,0,26,Month-to-month,No,No,No,Yes,Electronic check,22.54,576.8,4,No
CUST-12370,Male,0,16,One year,Fiber optic,No,Yes,Yes,Electronic check,71.46,1129.51,1,No
CUST-12371,Female,0,62,Month-to-month,DSL,Yes,No,No,Bank transfer,62.61,3898.27,3,No
CUST-12372,Male,0,26,Month-to-month,No,No,Yes,No,Electronic check,30.17,767.78,3,No
CUST-12373,Male,0,12,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,54.08,634.31,2,No
CUST-12374,Female,0,24,One year,DSL,No,Yes,No,Electronic check,67.45,1530.86,1,No
CUST-12375,Female,0,28,Month-to-month,DSL,Yes,No,Yes,Electronic check,64.5,1678.04,2,No
CUST-12376,Female,0,37,Month-to-month,No,No,Yes,No,Electronic check,25.49,884.45,1,Yes
CUST-12377,Male,0,25,Two year,Fiber optic,No,No,Yes,Mailed check,79.39,1897.82,0,No
CUST-12378,Female,0,72,Two year,Fiber optic,No,Yes,No,Mailed check,86.91,6357.6,0,No
CUST-12379,Female,0,8,One year,Fiber optic,No,Yes,No,Mailed check,68.57,503.43,2,Yes
CUST-12380,Male,0,16,One year,DSL,Yes,Yes,Yes,Bank transfer,68.16,1086.84,2,No
CUST-12381,Male,0,12,Two year,Fiber optic,Yes,Yes,No,Electronic check,69.3,753.17,1,No
CUST-12382,Female,0,18,One year,No,No,Yes,No,Credit card,18.0,293.69,1,No
CUST-12383,Male,0,31,Month-to-month,No,No,No,No,Credit card,32.99,962.48,3,No
CUST-12384,Male,1,29,One year,Fiber optic,No,No,Yes,Credit card,117.65,3253.33,1,No
CUST-12385,Female,1,36,Two year,DSL,Yes,No,No,Electronic check,61.35,2050.78,5,No
CUST-12386,Female,0,26,One year,No,No,Yes,Yes,Credit card,19.16,514.59,1,No
CUST-12387,Female,0,27,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,100.82,2574.23,3,Yes
CUST-12388,Female,0,27,Two year,DSL,No,No,Yes,Mailed check,39.58,1036.74,0,No
CUST-12389,Female,1,17,One year,DSL,No,No,Yes,Credit card,56.77,1012.5,2,No
CUST-12390,Male,0,16,Month-to-month,DSL,No,Yes,No,Electronic check,31.99,480.21,4,Yes
CUST-12391,Male,0,12,Two year,Fiber optic,No,Yes,Yes,Bank transfer,97.9,1166.42,1,No
CUST-12392,Female,0,38,One year,Fiber optic,No,No,Yes,Electronic check,81.81,3145.93,2,No
CUST-12393,Male,0,2,Two year,DSL,Yes,Yes,No,Electronic check,44.92,84.52,1,No
CUST-12394,Male,0,27,Two year,DSL,Yes,No,Yes,Credit card,62.15,1524.67,2,No
CUST-12395,Female,0,43,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,76.28,3341.57,4,No
CUST-12396,Female,0,51,One year,Fiber optic,Yes,No,No,Bank transfer,107.95,5193.42,1,No
CUST-12397,Male,0,1,Month-to-month,DSL,Yes,No,Yes,Mailed check,58.84,55.79,2,Yes
CUST-12398,Male,1,17,Two year,DSL,No,No,Yes,Credit card,48.51,793.54,3,No
CUST-12399,Female,0,13,Two year,No,No,No,Yes,Mailed check,29.44,346.67,1,No
CUST-12400,Male,0,16,Two year,No,Yes,No,Yes,Electronic check,21.81,358.67,1,No
CUST-12401,Female,0,58,One year,Fiber optic,No,Yes,Yes,Electronic check,85.85,5126.37,1,No
CUST-12402,Female,0,13,One year,Fiber optic,Yes,No,Yes,Electronic check,73.15,980.16,4,No
CUST-12403,Female,1,43,Month-to-month,No,No,No,No,Credit card,46.58,1857.66,5,No
CUST-12404,Male,0,27,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,45.71,1291.46,4,No
CUST-12405,Female,0,16,Month-to-month,No,No,No,No,Electronic check,35.17,562.28,2,Yes
CUST-12406,Male,1,14,Two year,Fiber optic,No,No,Yes,Mailed check,95.02,1315.58,1,No
CUST-12407,Female,0,29,One year,Fiber optic,Yes,No,No,Electronic check,93.6,2736.97,1,No
CUST-12408,Male,0,23,One year,Fiber optic,No,No,Yes,Mailed check,88.0,2051.02,4,Yes
CUST-12409,Male,0,4,Month-to-month,DSL,No,No,Yes,Credit card,35.45,136.47,3,No
CUST-12410,Female,0,10,One year,Fiber optic,No,Yes,Yes,Credit card,83.92,828.78,3,No
CUST-12411,Male,0,30,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,97.29,2882.99,3,Yes
CUST-12412,Female,0,8,Two year,DSL,No,Yes,Yes,Bank transfer,58.9,424.62,0,No
CUST-12413,Female,1,47,Two year,Fiber optic,No,No,Yes,Credit card,97.89,4147.69,2,No
CUST-12414,Male,0,5,Month-to-month,No,No,Yes,No,Mailed check,27.73,134.56,2,No
CUST-12415,Male,0,19,Two year,No,No,Yes,No,Electronic check,18.0,336.45,0,Yes
CUST-12416,Female,0,38,Month-to-month,Fiber optic,No,No,Yes,Credit card,85.39,3264.42,3,No
CUST-12417,Male,0,9,Month-to-month,DSL,No,No,No,Credit card,57.66,525.67,1,Yes
CUST-12418,Male,1,7,One year,DSL,No,No,No,Mailed check,43.35,299.8,1,No
CUST-12419,Male,0,34,One year,DSL,Yes,No,Yes,Electronic check,46.89,1502.97,1,No
CUST-12420,Male,0,44,Month-to-month,No,No,No,No,Mailed check,18.0,786.37,2,No
CUST-12421,Female,0,21,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,76.5,1508.44,3,No
CUST-12422,Male,0,17,Month-to-month,No,No,No,Yes,Credit card,32.28,561.14,1,Yes
CUST-12423,Female,1,5,Month-to-month,DSL,No,Yes,No,Mailed check,65.71,316.58,1,No
CUST-12424,Male,0,25,Month-to-month,No,No,Yes,No,Mailed check,18.0,465.41,2,No
CUST-12425,Female,0,3,Month-to-month,No,No,No,Yes,Electronic check,30.2,83.27,2,Yes
CUST-12426,Male,0,59,Two year,Fiber optic,No,Yes,No,Bank transfer,83.46,4952.61,2,No
CUST-12427,Male,0,21,Month-to-month,No,Yes,Yes,Yes,Bank transfer,18.0,364.54,1,No
CUST-12428,Female,0,10,Month-to-month,Fiber optic,No,Yes,No,Electronic check,62.41,573.6,2,No
CUST-12429,Male,0,14,Month-to-month,DSL,Yes,No,Yes,Electronic check,54.87,755.74,2,No
CUST-12430,Male,0,27,Month-to-month,DSL,No,Yes,Yes,Electronic check,46.53,1170.53,2,No
CUST-12431,Female,0,16,One year,DSL,Yes,No,No,Bank transfer,52.08,786.5,3,No
CUST-12432,Male,0,24,Month-to-month,DSL,No,Yes,Yes,Electronic check,58.62,1362.36,6,Yes
CUST-12433,Male,0,9,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,80.36,690.47,6,Yes
CUST-12434,Male,0,51,Two year,DSL,No,No,Yes,Electronic check,55.0,2688.23,1,No
CUST-12435,Female,0,14,One year,DSL,No,No,Yes,Credit card,43.69,586.9,2,No
CUST-12436,Female,0,2,Month-to-month,DSL,No,No,No,Credit card,61.08,110.25,3,Yes
CUST-12437,Female,0,18,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,66.6,1144.97,3,No
CUST-12438,Female,0,13,Two year,No,No,No,No,Electronic check,21.25,264.91,2,No
CUST-12439,Male,0,49,One year,Fiber optic,No,No,No,Electronic check,112.2,5436.73,2,No
CUST-12440,Male,1,10,Two year,Fiber optic,No,No,Yes,Electronic check,101.52,986.93,1,No
CUST-12441,Male,0,16,Month-to-month,No,No,No,No,Mailed check,29.81,441.66,5,Yes
CUST-12442,Male,0,27,One year,Fiber optic,No,Yes,Yes,Electronic check,88.75,2367.84,0,No
CUST-12443,Male,1,36,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,83.08,2707.64,4,Yes
CUST-12444,Female,0,61,Month-to-month,Fiber optic,No,Yes,No,Credit card,71.48,4142.21,3,No
CUST-12445,Female,0,11,One year,No,No,No,No,Electronic check,25.47,278.25,1,No
CUST-12446,Female,0,57,One year,DSL,No,No,Yes,Credit card,52.47,2971.73,1,No
CUST-12447,Female,0,48,Month-to-month,Fiber optic,No,Yes,No,Mailed check,90.85,4042.54,3,No
CUST-12448,Female,0,12,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,96.83,1104.89,5,Yes
CUST-12449,Male,0,11,One year,DSL,No,Yes,No,Electronic check,46.71,497.71,1,No
CUST-12450,Female,0,32,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,82.62,2542.72,3,No
CUST-12451,Female,0,23,Month-to-month,No,Yes,No,Yes,Bank transfer,25.97,599.02,1,No
CUST-12452,Male,0,32,Month-to-month,No,Yes,No,No,Electronic check,27.75,897.89,1,No
CUST-12453,Male,1,18,Month-to-month,No,Yes,Yes,No,Mailed check,36.93,602.31,0,No
CUST-12454,Female,0,25,Two year,Fiber optic,No,Yes,Yes,Bank transfer,78.79,1993.03,0,No
CUST-12455,Male,0,21,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,94.78,2053.53,5,No
CUST-12456,Female,1,32,Month-to-month,No,Yes,Yes,Yes,Electronic check,26.82,889.99,5,Yes
CUST-12457,Female,0,11,One year,DSL,Yes,No,No,Credit card,47.84,478.05,0,No
CUST-12458,Male,0,26,Month-to-month,DSL,No,Yes,Yes,Electronic check,46.42,1246.3,2,No
CUST-12459,Male,0,60,One year,Fiber optic,Yes,No,Yes,Bank transfer,66.32,3679.17,1,No
CUST-12460,Male,0,58,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,47.8,2635.69,2,Yes
CUST-12461,Male,0,29,Two year,Fiber optic,No,Yes,Yes,Credit card,102.4,2842.52,2,No
CUST-12462,Male,0,11,One year,No,No,Yes,Yes,Mailed check,20.63,214.45,2,No
CUST-12463,Female,0,72,One year,DSL,No,Yes,No,Credit card,42.56,2893.04,2,No
CUST-12464,Male,0,32,Month-to-month,No,No,Yes,No,Electronic check,26.18,775.25,0,No
CUST-12465,Male,0,72,Two year,Fiber optic,No,Yes,Yes,Mailed check,97.36,7001.8,2,No
CUST-12466,Male,0,33,One year,No,No,No,No,Bank transfer,20.86,679.45,3,No
CUST-12467,Female,0,1,Month-to-month,DSL,No,No,No,Credit card,41.86,41.53,2,No
CUST-12468,Male,0,72,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,100.1,7050.25,3,No
CUST-12469,Male,0,43,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,63.42,2544.88,2,Yes
CUST-12470,Female,0,24,Month-to-month,Fiber optic,No,Yes,No,Credit card,93.0,2205.12,1,Yes
CUST-12471,Male,0,4,Month-to-month,DSL,No,Yes,No,Mailed check,63.18,252.21,3,No
CUST-12472,Male,0,46,Two year,DSL,No,Yes,No,Mailed check,56.68,2366.88,2,No
CUST-12473,Male,1,32,Two year,DSL,No,Yes,Yes,Bank transfer,62.1,2083.0,1,No
CUST-12474,Male,0,72,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,78.84,5602.27,2,No
CUST-12475,Male,0,70,Two year,Fiber optic,No,Yes,Yes,Mailed check,80.57,5616.08,3,No
CUST-12476,Female,0,72,One year,Fiber optic,Yes,Yes,No,Bank transfer,115.35,8184.44,1,No
CUST-12477,Male,0,28,Month-to-month,Fiber optic,No,No,Yes,Mailed check,79.68,2239.01,1,Yes
CUST-12478,Male,0,27,Two year,DSL,Yes,No,Yes,Credit card,64.77,1746.11,0,Yes
CUST-12479,Male,1,33,One year,DSL,Yes,No,No,Bank transfer,59.62,2006.47,2,No
CUST-12480,Female,1,14,One year,Fiber optic,No,Yes,No,Bank transfer,101.22,1309.7,0,No
CUST-12481,Female,0,25,Month-to-month,Fiber optic,No,No,No,Electronic check,101.96,2356.7,7,No
CUST-12482,Male,0,21,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,84.66,1658.63,6,Yes
CUST-12483,Male,0,56,Two year,Fiber optic,Yes,Yes,Yes,Credit card,78.9,4615.02,3,No
CUST-12484,Male,0,64,Month-to-month,No,No,Yes,No,Bank transfer,21.0,1281.52,0,No
CUST-12485,Male,0,39,Month-to-month,No,No,No,No,Electronic check,25.0,923.85,1,No
CUST-12486,Male,0,12,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,86.51,970.0,5,Yes
CUST-12487,Male,0,72,Month-to-month,DSL,No,No,No,Electronic check,64.76,4533.01,2,No
CUST-12488,Female,1,46,Month-to-month,DSL,Yes,No,Yes,Electronic check,46.92,2235.73,6,No
CUST-12489,Male,0,31,Two year,Fiber optic,No,Yes,No,Electronic check,57.48,1783.82,1,No
CUST-12490,Male,0,37,Month-to-month,Fiber optic,No,No,No,Electronic check,88.09,3025.34,0,Yes
CUST-12491,Male,1,6,Two year,DSL,Yes,Yes,No,Credit card,49.89,307.0,0,No
CUST-12492,Female,0,21,One year,DSL,No,Yes,Yes,Bank transfer,69.35,1517.28,3,No
CUST-12493,Female,0,59,Month-to-month,No,Yes,Yes,Yes,Bank transfer,33.0,1960.62,2,Yes
CUST-12494,Male,0,6,Month-to-month,DSL,No,Yes,No,Bank transfer,52.97,314.33,0,No
CUST-12495,Male,0,6,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,82.32,494.31,2,No
CUST-12496,Female,0,47,Two year,No,No,Yes,Yes,Credit card,18.0,854.8,2,No
CUST-12497,Female,0,35,One year,Fiber optic,No,Yes,Yes,Bank transfer,70.38,2534.43,2,No
CUST-12498,Male,0,6,Month-to-month,DSL,No,No,No,Electronic check,55.19,330.73,2,Yes
CUST-12499,Female,0,20,Two year,No,No,No,No,Bank transfer,23.85,467.36,3,No
CUST-12500,Female,0,31,Two year,Fiber optic,Yes,No,Yes,Bank transfer,86.74,2493.67,1,No
CUST-12501,Male,0,28,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,87.1,2331.89,3,No
CUST-12502,Female,0,33,One year,Fiber optic,No,Yes,No,Electronic check,96.76,2914.24,0,No
CUST-12503,Male,0,18,One year,DSL,Yes,No,No,Bank transfer,53.68,975.12,0,No
CUST-12504,Male,0,29,Two year,Fiber optic,No,No,Yes,Electronic check,77.71,2363.54,1,No
CUST-12505,Male,0,39,Month-to-month,No,No,Yes,No,Credit card,20.28,723.34,6,Yes
CUST-12506,Male,0,37,Month-to-month,Fiber optic,No,No,No,Bank transfer,115.4,4124.87,1,No
CUST-12507,Female,0,19,Month-to-month,No,No,No,Yes,Bank transfer,18.0,343.71,1,No
CUST-12508,Male,0,42,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,109.57,4162.24,4,Yes
CUST-12509,Male,0,10,Month-to-month,No,No,No,No,Credit card,21.93,211.82,4,Yes
CUST-12510,Male,0,14,One year,Fiber optic,Yes,Yes,Yes,Electronic check,84.48,1205.5,3,No
CUST-12511,Female,0,46,Month-to-month,DSL,No,No,No,Mailed check,48.02,2085.03,2,No
CUST-12512,Female,0,41,Month-to-month,No,No,Yes,Yes,Bank transfer,18.17,744.07,1,No
CUST-12513,Female,0,20,One year,No,No,No,Yes,Bank transfer,18.0,356.8,2,No
CUST-12514,Male,0,14,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,102.47,1441.78,1,No
CUST-12515,Female,0,16,Month-to-month,Fiber optic,No,No,Yes,Credit card,71.2,1066.25,4,Yes
CUST-12516,Female,0,38,One year,DSL,No,Yes,No,Mailed check,55.07,1936.21,1,No
CUST-12517,Female,0,33,Two year,DSL,No,No,No,Credit card,51.39,1530.44,0,No
CUST-12518,Male,0,13,Month-to-month,DSL,Yes,No,Yes,Mailed check,54.43,687.78,1,Yes
CUST-12519,Female,0,41,Two year,Fiber optic,Yes,Yes,Yes,Bank transfer,93.48,3556.77,4,No
CUST-12520,Male,1,20,Two year,DSL,Yes,No,Yes,Mailed check,87.92,1754.24,1,No
CUST-12521,Male,0,11,One year,DSL,No,No,No,Mailed check,64.0,691.55,1,No
CUST-12522,Male,1,17,Two year,No,Yes,No,Yes,Credit card,20.77,361.98,6,No
CUST-12523,Male,0,26,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,82.95,2200.53,7,Yes
CUST-12524,Male,0,40,Month-to-month,No,No,Yes,No,Bank transfer,18.0,687.01,1,No
CUST-12525,Male,0,38,Two year,DSL,Yes,No,No,Mailed check,55.7,1998.84,1,No
CUST-12526,Male,0,23,Month-to-month,DSL,Yes,No,No,Electronic check,52.82,1108.26,1,No
CUST-12527,Female,0,29,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,91.62,2692.69,0,No
CUST-12528,Male,0,21,Month-to-month,DSL,No,Yes,Yes,Electronic check,40.36,825.9,3,No
CUST-12529,Female,0,13,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,93.24,1152.02,6,Yes
CUST-12530,Female,0,23,Month-to-month,No,Yes,No,Yes,Credit card,18.0,416.29,4,Yes
CUST-12531,Female,1,4,Month-to-month,DSL,Yes,No,No,Electronic check,52.7,198.37,1,Yes
CUST-12532,Female,0,64,Two year,Fiber optic,Yes,No,No,Mailed check,84.24,5238.59,1,No
CUST-12533,Male,0,28,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,81.99,2216.17,1,No
CUST-12534,Female,0,34,Two year,DSL,No,Yes,Yes,Electronic check,41.82,1337.48,3,Yes
CUST-12535,Female,0,14,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,83.03,1184.02,1,Yes
CUST-12536,Male,1,28,Month-to-month,Fiber optic,No,No,Yes,Electronic check,59.45,1674.78,1,No
CUST-12537,Male,0,31,Two year,DSL,No,No,Yes,Mailed check,65.27,1978.68,5,No
CUST-12538,Female,1,20,Month-to-month,Fiber optic,No,No,No,Mailed check,96.06,1928.31,4,Yes
CUST-12539,Male,0,21,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,75.06,1439.74,2,Yes
CUST-12540,Male,0,7,Two year,Fiber optic,No,No,No,Credit card,81.52,550.36,2,No
CUST-12541,Female,0,72,Month-to-month,No,Yes,Yes,Yes,Mailed check,18.0,1283.07,2,No
CUST-12542,Female,0,14,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,71.3,957.4,2,Yes
CUST-12543,Male,0,15,Two year,Fiber optic,No,No,Yes,Credit card,70.9,1071.1,2,No
CUST-12544,Female,0,67,Month-to-month,No,Yes,Yes,Yes,Electronic check,36.44,2388.71,0,No
CUST-12545,Male,1,35,One year,Fiber optic,No,No,Yes,Bank transfer,81.41,2728.15,4,No
CUST-12546,Female,0,40,Month-to-month,DSL,No,No,No,Mailed check,78.3,3013.9,2,Yes
CUST-12547,Female,0,7,Month-to-month,DSL,Yes,No,Yes,Electronic check,27.51,194.04,3,No
CUST-12548,Male,0,28,Month-to-month,DSL,No,Yes,No,Electronic check,60.63,1544.63,3,No
CUST-12549,Male,1,7,One year,DSL,Yes,No,No,Credit card,36.58,262.63,1,Yes
CUST-12550,Female,0,12,Month-to-month,Fiber optic,No,Yes,No,Electronic check,85.21,929.12,0,No
CUST-12551,Male,0,72,Two year,DSL,Yes,No,No,Credit card,55.95,3705.96,1,No
CUST-12552,Male,0,10,One year,No,No,No,Yes,Mailed check,21.55,220.14,2,No
CUST-12553,Male,0,39,One year,Fiber optic,Yes,No,Yes,Bank transfer,99.35,3704.7,4,No
CUST-12554,Female,0,11,Month-to-month,DSL,No,No,No,Bank transfer,71.48,761.86,4,Yes
CUST-12555,Male,0,12,One year,No,No,Yes,No,Credit card,18.0,206.48,0,No
CUST-12556,Female,0,72,One year,Fiber optic,No,No,No,Electronic check,57.47,3782.11,1,No
CUST-12557,Female,0,23,Month-to-month,DSL,No,No,No,Mailed check,68.13,1553.39,4,No
CUST-12558,Male,0,6,Two year,DSL,No,Yes,No,Credit card,51.25,308.51,0,No
CUST-12559,Female,0,40,Month-to-month,Fiber optic,No,No,Yes,Electronic check,77.73,2886.84,0,No
CUST-12560,Female,0,56,Two year,Fiber optic,No,Yes,Yes,Bank transfer,64.49,3657.7,0,No
CUST-12561,Male,0,43,Two year,Fiber optic,Yes,No,Yes,Credit card,84.46,3322.81,2,No
CUST-12562,Female,0,21,Month-to-month,No,Yes,No,Yes,Credit card,25.77,550.0,7,No
CUST-12563,Male,0,22,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,112.34,2484.34,5,No
CUST-12564,Male,1,16,Month-to-month,No,No,No,Yes,Electronic check,18.43,305.76,5,Yes
CUST-12565,Male,0,9,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,77.28,710.84,1,No
CUST-12566,Female,0,31,Two year,Fiber optic,Yes,No,No,Bank transfer,60.01,1909.82,5,No
CUST-12567,Female,0,20,Month-to-month,DSL,No,No,No,Electronic check,52.19,1089.41,2,Yes
CUST-12568,Male,0,7,One year,Fiber optic,Yes,No,No,Bank transfer,69.61,500.23,3,No
CUST-12569,Female,0,23,Two year,Fiber optic,Yes,No,No,Credit card,65.03,1524.84,2,No
CUST-12570,Female,0,14,Two year,Fiber optic,No,Yes,No,Bank transfer,90.23,1174.05,4,No
CUST-12571,Female,0,30,Month-to-month,Fiber optic,Yes,No,No,Mailed check,82.83,2517.72,0,Yes
CUST-12572,Female,0,28,Two year,Fiber optic,No,No,Yes,Bank transfer,85.26,2375.12,4,No
